Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17693783,The Quest,Nelson DeMille,"DeMille, Nelson",,"=""1455576425""","=""9781455576425""",2,3.43,Center Street,Hardcover,458,2013,1975,,2014/03/23,2014-reads,2014-reads (#21),read,,,,1,0
97792,The Spirit of the Disciplines: Understanding How God Changes Lives,Dallas Willard,"Willard, Dallas",,"=""0060694424""","=""9780060694425""",4,4.12,HarperOne,Paperback,288,1999,1988,,2014/03/21,2014-reads,2014-reads (#20),read,,,,1,0
17571807,Beatles vs. Stones,John McMillian,"McMillian, John",,"=""1439159696""","=""9781439159699""",4,3.71,Simon  Schuster,Hardcover,320,2013,2013,,2014/03/21,2014-reads,2014-reads (#19),read,"A short, easy read chronicling the relationship between the 1960's two biggest bands. ",,,1,0
18209466,The Pope and Mussolini: The Secret History of Pius XI and the Rise of Fascism in Europe,David I. Kertzer,"Kertzer, David I.",,"=""0812993462""","=""9780812993462""",3,4.14,Random House,Hardcover,592,2014,2014,,2014/03/19,2014-reads,2014-reads (#18),read,,,,1,0
18621910,The Woman Who Stopped Traffic,Daniel Pembrey,"Pembrey, Daniel",,"=""""","=""""",3,3.33,,Kindle Edition,254,2013,2013,,2014/03/12,2014-reads,2014-reads (#17),read,,,,1,0
18342787,It's Complicated: The Social Lives of Networked Teens,Danah Boyd,"Boyd, Danah",,"=""0300166311""","=""9780300166316""",4,3.79,Yale University Press,Hardcover,296,2014,2014,,2014/03/08,2014-reads,2014-reads (#16),read,,,,1,0
40929,The Rise of Theodore Roosevelt,Edmund Morris,"Morris, Edmund",,"=""0375756787""","=""9780375756788""",5,4.21,The Modern Library,Paperback,816,2001,1979,,2014/03/05,2014-reads,2014-reads (#15),read,"Fantastic, engaging read about a truly fascinating man. ",,,1,0
6515073,The Lost World of Genesis One: Ancient Cosmology and the Origins Debate,John H. Walton,"Walton, John H.",,"=""0830837043""","=""9780830837045""",5,4.24,IVP Academic,Paperback,192,2009,2009,,2014/02/21,2014-reads,2014-reads (#14),read,,,,1,0
17383971,The Case for the Psalms: Why They Are Essential,N.T. Wright,"Wright, N.T.",,"=""0062230506""","=""9780062230508""",4,4.00,Harper One,Hardcover,208,2013,2013,,2014/02/18,2014-reads,2014-reads (#13),read,,,,1,0
9639774,Seven Years,Peter Stamm,"Stamm, Peter",Michael Hofmann,"=""1590513940""","=""9781590513941""",3,3.48,Other Press (NY),Paperback,272,2011,2009,,2014/02/17,2014-reads,2014-reads (#12),read,,,,1,0
4744526,Jazz,Gary Giddins,"Giddins, Gary",Scott DeVeaux,"=""039397880X""","=""9780393978803""",4,4.22,W. W. Norton & Company,Paperback,619,2009,2009,2010/01/02,2009/12/29,2010-reads,2010-reads (#1),read,,,,1,0
15797182,Harvest,Jim Crace,"Crace, Jim",,"=""0385520778""","=""9780385520775""",3,3.60,Nan A. Talese,Hardcover,208,2013,2013,,2014/02/13,2014-reads,2014-reads (#11),read,,,,1,0
10423041,Give Them Grace: Dazzling Your Kids with the Love of Jesus,Elyse M. Fitzpatrick,"Fitzpatrick, Elyse M.","Jessica  Thompson, Tullian Tchividjian","=""1433520095""","=""9781433520099""",3,4.08,Crossway Books,Paperback,213,2011,2011,,2014/02/09,2014-reads,2014-reads (#10),read,"Great basic idea, but stylistically painful, with long scripted parent/child conversations that are laughably unrealistic. <br/><br/>I want to adopt some of the ideas here, but the book as a whole was a bit tiresome. ",,,1,0
227890,The Contemplative Pastor: Returning to the Art of Spiritual Direction (The Pastoral Series #4),Eugene H. Peterson,"Peterson, Eugene H.",,"=""0802801145""","=""9780802801142""",4,4.35,Eerdmans,Paperback,180,1993,1989,,2014/02/08,2014-reads,2014-reads (#9),read,,,,1,0
101869,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,"Stross, Charles",,"=""0441013651""","=""9780441013654""",3,3.90,Ace,Paperback,345,2006,2004,,2014/02/02,2014-reads,2014-reads (#8),read,,,,1,0
18302455,The Circle,Dave Eggers,"Eggers, Dave",,"=""""","=""""",4,3.44,Knopf,Hardcover,493,2013,2013,,2013/12/01,2014-reads,2014-reads (#7),read,"Maybe a little more on the nose than it needed to be, still, an engaging story. If Michael Crichton were still living and chose to turn his writing skills toward the topic of social media, this is the type of story we'd get. An entertaining read. ",,,1,0
7896408,Capitol Betrayal: A Novel,William Bernhardt,"Bernhardt, William",,"=""0345519108""","=""9780345519108""",3,3.93,Ballantine Books,ebook,256,2010,2008,2010/08/30,2010/08/29,2010-reads,2010-reads (#44),read,,,,1,0
17262134,Jim Henson: The Biography,Brian Jay Jones,"Jones, Brian Jay",,"=""0345526112""","=""9780345526113""",4,3.98,Ballantine Books,Hardcover,585,2013,2013,,2014/01/25,2014-reads,2014-reads (#6),read,,,,1,0
17847517,Apostles of Reason: The Crisis of Authority in American Evangelicalism,Molly Worthen,"Worthen, Molly",,"=""0199896461""","=""9780199896462""",5,4.00,"Oxford University Press, USA",Hardcover,376,2013,2013,,2014/01/15,2014-reads,2014-reads (#5),read,,,,1,0
16131189,Mo' Meta Blues: The World According to Questlove,"Ahmir ""Questlove"" Thompson","Thompson, Ahmir ""Questlove""",Ben Greenman,"=""1455501352""","=""9781455501359""",5,4.12,Grand Central Publishing,Hardcover,288,2013,2013,,2014/01/11,2014-reads,2014-reads (#4),read,,,,1,0
15797930,The Prince of Risk,Christopher Reich,"Reich, Christopher",,"=""0385535066""","=""9780385535069""",4,3.84,Doubleday,Hardcover,369,2013,2013,,2014/01/09,2014-reads,2014-reads (#3),read,,,,1,0
13152216,"Thomas Becket: Warrior, Priest, Rebel",John Guy,"Guy, John",,"=""1400069076""","=""9781400069071""",4,3.97,Random House,Hardcover,448,2012,2012,,2014/01/06,2014-reads,2014-reads (#2),read,,,,1,0
18814832,Evangelii gaudium: Esortazione apostolica sulla conclusione dell'Anno della fede,Pope Francis,"Francis, Pope","Giuliano Vigini, Antonio Spadaro","=""8821591387""","=""9788821591389""",4,4.44,San Paolo,Mass Market Paperback,316,2013,2013,,2013/12/02,2013-reads,2013-reads (#54),read,,,,1,0
12410640,The Presidents Club: Inside the World's Most Exclusive Fraternity,Nancy Gibbs,"Gibbs, Nancy",Michael Duffy,"=""1439127700""","=""9781439127704""",4,4.15,Simon  Schuster,Hardcover,641,2012,2012,,2014/01/02,2014-reads,2014-reads (#1),read,,,,1,0
17293092,Playing God: Redeeming the Gift of Power,Andy Crouch,"Crouch, Andy",,"=""0830837655""","=""9780830837656""",5,4.26,IVP Books,Hardcover,288,2013,2013,,2013/12/12,2013-reads,2013-reads (#57),read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",4,3.99,HarperCollins Children's Books,Hardcover,525,2012,2012,,2013/12/07,2013-reads,2013-reads (#56),read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",3,4.16,Katherine Tegen Books,Paperback,487,2012,2011,,2013/09/29,2013-reads,2013-reads (#55),read,"Solid start to the series, but very little happens here. Interesting world and characters set up, but this is really just Act 1 of a single story, not a fully-formed story on its own. ",,,1,0
15786792,Paris,Edward Rutherfurd,"Rutherfurd, Edward",,"=""0385535309""","=""9780385535304""",0,4.03,Doubleday,Hardcover,809,2013,2013,,2013/12/01,to-read,to-read (#17),to-read,,,,0,0
17293094,"In Search of Deep Faith: A Pilgrimage Into the Beauty, Goodness and Heart of Christianity",Jim Belcher,"Belcher, Jim",,"=""0830837744""","=""9780830837748""",3,4.18,IVP Books,Paperback,320,2013,2013,,2013/11/24,2013-reads,2013-reads (#52),read,,,,1,0
491843,The Path of Celtic Prayer: An Ancient Way to Everyday Joy,Calvin Miller,"Miller, Calvin",,"=""0830835040""","=""9780830835041""",3,3.90,IVP Books,Paperback,170,2007,2007,,2013/11/22,2013-reads,2013-reads (#51),read,,,,1,0
16248078,"The English Girl (Gabriel Allon, #13)",Daniel Silva,"Silva, Daniel",,"=""0062073168""","=""9780062073167""",3,4.15,"HarperCollins Publishers, Inc.",Hardcover,482,2013,2013,,2013/11/19,2013-reads,2013-reads (#50),read,"Silva's writing remains high quality, but his plots have begun to suffer, as any series will when stretched on through a dozen books. Not bad, but not great.",,,1,0
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",5,3.85,Picador USA,Paperback,247,2006,2004,,2013/11/10,2013-reads,2013-reads (#49),read,,,,1,0
17951364,A Long Faithfulness: The Case for Christian Perseverance,Scot McKnight,"McKnight, Scot",,"=""""","=""""",4,4.08,Patheos Press,Kindle Edition,63,2013,2013,,2013/11/09,2013-reads,2013-reads (#48),read,,,,1,0
2424045,How to Be Evangelical Without Being Conservative,Roger E. Olson,"Olson, Roger E.",,"=""0310283388""","=""9780310283386""",4,3.69,Zondervan Publishing Company,Hardcover,202,2008,2008,,2013/11/07,2013-reads,2013-reads (#47),read,,,,1,0
13559565,A Better Atonement: Beyond the Depraved Doctrine of Original Sin,Tony Jones,"Jones, Tony",,"=""""","=""""",3,3.68,The JoPa Group,Kindle Edition,46,2012,2012,,2013/11/07,2013-reads,2013-reads (#46),read,Interesting overview of atonement views without being particularly persuasive towards Jones' own position. ,,,1,0
16158502,"The Last Witness (Badge of Honor, #11)",W.E.B. Griffin,"Griffin, W.E.B.",William E. Butterworth IV,"=""0399162577""","=""9780399162572""",3,3.84,G.P. Putnam's Sons,Hardcover,344,2013,2013,,2013/10/29,2013-reads,2013-reads (#45),read,,,,1,0
157466,The Supper of the Lamb: A Culinary Reflection,Robert Farrar Capon,"Capon, Robert Farrar","Ruth Reichl, Deborah Madison","=""0375760563""","=""9780375760563""",5,4.47,Modern Library,Paperback,284,2002,1989,,2013/10/26,2013-reads,2013-reads (#44),read,,,,1,0
174845,Life Together: The Classic Exploration of Christian Community,Dietrich Bonhoeffer,"Bonhoeffer, Dietrich",,"=""0060608528""","=""9780060608521""",5,4.25,HarperOne,Paperback,122,1978,1939,,2013/10/18,2013-reads,2013-reads (#43),read,,,,1,0
11299837,Against Calvinism: Rescuing God's Reputation from Radical Reformed Theology,Roger E. Olson,"Olson, Roger E.",,"=""031032467X""","=""9780310324676""",4,3.70,Zondervan Academic,Paperback,208,2011,2011,,2013/10/12,2013-reads,2013-reads (#41),read,,,,1,0
8585219,Defending Constantine: The Twilight of an Empire and the Dawn of Christendom,Peter J. Leithart,"Leithart, Peter J.",,"=""0830827226""","=""9780830827220""",4,4.11,InterVarsity Press,Paperback,384,2010,2010,,2013/10/02,2013-reads,2013-reads (#39),read,,,,1,0
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.33,Bantam,Kindle Edition,1125,2011,2011,,2013/09/26,2013-reads,2013-reads (#38),read,,,,1,0
17707488,The Kill List,Frederick Forsyth,"Forsyth, Frederick",,"=""0399165274""","=""9780399165276""",3,3.86,G.P. Putnam's Sons,Hardcover,332,2013,2013,,2013/09/21,2013-reads,2013-reads (#37),read,,,,1,0
17333440,"Pastrix: The Cranky, Beautiful Faith of a Sinner  Saint",Nadia Bolz-Weber,"Bolz-Weber, Nadia",,"=""1455527084""","=""9781455527083""",4,4.31,Jericho Books,Hardcover,204,2013,2013,,2013/09/21,2013-reads,2013-reads (#36),read,,,,1,0
544841,"Health, Money, and Love-- And Why We Don't Enjoy Them",Robert Farrar Capon,"Capon, Robert Farrar",,"=""0802836577""","=""9780802836571""",4,4.13,William B. Eerdmans Publishing Company,Paperback,179,1990,1990,2013/09/15,2013/09/10,2013-reads,2013-reads (#35),read,,,,1,0
16130723,"Hidden Order (Scot Harvath, #12)",Brad Thor,"Thor, Brad",,"=""1476717095""","=""9781476717098""",3,4.16,Atria/Emily Bestler,Hardcover,377,2013,2013,,2013/09/15,2013-reads,2013-reads (#34),read,,,,1,0
15793074,"Best Kept Secret (The Clifton Chronicles, #3)",Jeffrey Archer,"Archer, Jeffrey",,"=""125000098X""","=""9781250000989""",3,4.02,St. Martin's Press,Hardcover,373,2013,2013,,2013/09/06,2013-reads,2013-reads (#33),read,,,,1,0
16059347,"Shattered Trident (Jerry Mitchell, #4)",Larry Bond,"Bond, Larry",,"=""0765331470""","=""9780765331472""",4,4.00,Forge Books,Hardcover,432,2013,2012,,2013/08/27,2013-reads,2013-reads (#32),read,,,,1,0
11342171,The Bible Made Impossible: Why Biblicism Is Not a Truly Evangelical Reading of Scripture,Christian Smith,"Smith, Christian",,"=""1587433036""","=""9781587433030""",5,3.91,Brazos Press,Hardcover,220,2011,2011,,2013/08/17,2013-reads,2013-reads (#31),read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",4,4.15,Bantam Books,Mass Market Paperback,1061,2011,2005,,2013/08/17,2013-reads,2013-reads (#30),read,,,,1,0
10135676,Gospel Wakefulness,Jared C. Wilson,"Wilson, Jared C.",,"=""1433526360""","=""9781433526367""",5,4.25,Crossway Books,Paperback,224,2011,2011,,2013/08/02,2013-reads,2013-reads (#29),read,,,,1,0
16149980,The God Of The Mundane,Matthew B. Redmond,"Redmond, Matthew B.",,"=""1937063968""","=""9781937063962""",2,4.17,Kalos Press,Paperback,78,2012,2012,,2013/08/02,2013-reads,2013-reads (#28),read,,,,1,0
207035,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""""",5,3.99,Harvest ,Paperback,546,2004,2004,,2010/01/06,2008-reads,2008-reads (#26),read,,,,1,0
13573236,The Racketeer,John Grisham,"Grisham, John",,"=""0385535144""","=""9780385535144""",3,3.86,Doubleday,Hardcover,340,2012,2012,,2013/07/18,2013-reads,2013-reads (#27),read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",5,4.01,William Morrow Books,Hardcover,181,2013,2013,,2013/07/14,2013-reads,2013-reads (#26),read,,,,1,0
13799982,The Journey of Ministry: Insights from a Life of Practice,Eddie Gibbs,"Gibbs, Eddie",Richard J. Mouw,"=""0830837914""","=""9780830837915""",4,3.88,IVP Books,Paperback,181,2012,2012,,2013/07/12,2013-reads,2013-reads (#25),read,,,,1,0
17131040,Prototype: What Happens When You Discover You're More Like Jesus Than You Think?,Jonathan Martin,"Martin, Jonathan",Steven Furtick,"=""1414373635""","=""9781414373638""",5,4.10,Tyndale Momentum,Paperback,235,2013,2013,,2013/07/10,2013-reads,2013-reads (#24),read,,,,1,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",5,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2013/07/07,2013-reads,2013-reads (#23),read,,,,1,0
16044984,"Mortal Sins: Sex, Crime, and the Era of Catholic Scandal",Michael D'Antonio,"D'Antonio, Michael",,"=""0312594895""","=""9780312594893""",4,4.07,Thomas Dunne Books,Hardcover,416,2013,2013,,2013/07/02,2013-reads,2013-reads (#22),read,,,,1,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",3,3.89,Riverhead Books,Hardcover,335,2007,2007,,2013/05/27,2013-reads,2013-reads (#21),read,,,,1,0
12851538,Code Name Verity (Code Name Verity #1),Elizabeth Wein,"Wein, Elizabeth",,"=""1423152190""","=""9781423152194""",5,4.02,"Little, Brown Books for Young Readers",Hardcover,343,2012,2012,,2013/05/26,2013-reads,2013-reads (#20),read,,,,1,0
13632870,"Hell, A Final Word: The Surprising Things I Found in the Bible",Edward Fudge,"Fudge, Edward",,"=""0891121498""","=""9780891121497""",4,4.27,ACU Press/Leafwood Publishers,Paperback,189,2012,2012,,2013/05/22,2013-reads,2013-reads (#19),read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",4,4.40,Penguin Books,Paperback,601,2002,1952,,2013/05/17,,,read,,,,1,0
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,"=""0857662937""","=""9780857662934""",4,4.05,Angry Robot,Paperback,460,2012,2012,,2013/05/14,2013-reads,2013-reads (#18),read,,,,1,0
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",4,3.97,Penguin,Hardcover,534,2012,2012,2013/05/05,2013/05/04,2013-reads,2013-reads (#17),read,,,,1,0
255129,The Fifth Discipline: The Art & Practice of the Learning Organization,Peter M. Senge,"Senge, Peter M.",,"=""0385260954""","=""9780385260954""",4,3.92,Broadway Business,Paperback,424,1994,1990,,2013/04/21,2013-reads,2013-reads (#15),read,,,,1,0
19534,The Brothers K,David James Duncan,"Duncan, David James",,"=""055337849X""","=""9780553378498""",0,4.38,Dial Press Trade Paperback,Paperback,645,1996,1992,,2013/04/21,to-read,to-read (#16),to-read,,,,0,0
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",5,4.34,Simon & Schuster Books for Young Readers,Hardcover,359,2012,2012,,2013/04/06,2013-reads,2013-reads (#13),read,,,,1,0
13538661,Leonardo and the Last Supper,Ross King,"King, Ross",,"=""0802717055""","=""9780802717054""",4,3.91,Walker Books,Hardcover,352,2012,2012,,2013/03/27,"didn-t-finish, 2012-reads","didn-t-finish (#4), 2012-reads (#61)",read,,,,1,0
25200,Silence,Shūsaku Endō,"Endō, Shūsaku",William Johnston,"=""0800871863""","=""9780800871864""",5,4.08,Taplinger Publishing Company,Paperback,219,1999,1966,2013/03/12,2013/03/10,2013-reads,2013-reads (#12),read,,,,1,0
148780,"The Resurrection of the Son of God (Christian Origins and the Question of God, #3)",N.T. Wright,"Wright, N.T.",,"=""0800626796""","=""9780800626792""",5,4.54,Fortress Press,Paperback,817,2003,2003,2013/03/07,2009/10/02,2013-reads,2013-reads (#11),read,,,,1,0
13147230,"The Long Earth (The Long Earth, #1)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0062067753""","=""9780062067753""",3,3.78,HarperCollins Harper,Hardcover,336,2012,2012,2013/02/27,2013/02/24,2013-reads,2013-reads (#10),read,,,,1,0
8573642,"Incarnate (Newsoul, #1)",Jodi Meadows,"Meadows, Jodi",,"=""0062060759""","=""9780062060754""",3,3.73,Katherine Tegen Books,Hardcover,374,2012,2012,,2013/02/21,2013-reads,2013-reads (#9),read,,,,1,0
13426271,"Tiger's Claw (Brad McLanahan #1; Patrick McLanahan, #18)",Dale Brown,"Brown, Dale",,"=""0061990019""","=""9780061990014""",2,3.91,William Morrow,Hardcover,400,2012,2012,,2013/02/09,2013-reads,2013-reads (#8),read,,,,1,0
13595029,The Labyrinth of Osiris (Yusuf Khalifa #3),Paul Sussman,"Sussman, Paul",,"=""0802120415""","=""9780802120410""",4,4.09,Atlantic Monthly Press,Hardcover,555,2012,2012,,2013/01/29,2013-reads,2013-reads (#7),read,,,,1,0
13541730,"Encrypted (Robin Hood Hacker, #1)",Carolyn McCray,"McCray, Carolyn",,"=""""","=""""",2,3.79,Off Our Meds MultiMedia,Kindle Edition,396,2012,2012,,2013/01/22,2013-reads,2013-reads (#6),read,,,,1,0
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",4,3.73,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,2013/01/16,2013/01/14,2013-reads,2013-reads (#5),read,,,,1,0
10091466,Inside Scientology: The Story of America's Most Secretive Religion,Janet Reitman,"Reitman, Janet",,"=""0618883029""","=""9780618883028""",4,3.87,Houghton Mifflin Harcourt (Boston/NY),Hardcover,444,2011,2011,,2013/01/13,2013-reads,2013-reads (#4),read,,,,1,0
12729815,"Runner's World Big Book of Marathon and Half-Marathon Training: Winning Strategies, Inpiring Stories, and the Ultimate Training Tools",Jennifer Van Allen,"Allen, Jennifer Van","Bart Yasso, Amby Burfoot, Pamela Nisevich Bede","=""1609616847""","=""9781609616847""",3,4.01,Rodale Books,Paperback,304,2012,2012,,2013/01/05,2013-reads,2013-reads (#3),read,,,,1,0
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,"=""1400067553""","=""9781400067558""",4,3.98,Random House,Hardcover,278,2012,2012,2013/01/05,2013/01/04,2013-reads,2013-reads (#2),read,,,,1,0
13538906,Trojan Horse,Mark E. Russinovich,"Russinovich, Mark E.",Kevin D. Mitnick,"=""1250010489""","=""9781250010483""",2,3.79,Thomas Dunne Books,Hardcover,319,2012,2012,,2013/01/03,2013-reads,2013-reads (#1),read,,,,1,0
727578,New Seeds of Contemplation,Thomas Merton,"Merton, Thomas",,"=""081120099X""","=""9780811200998""",4,4.24,New Directions Publishing Corporation,Paperback,297,2008,1962,2012/12/31,2012/12/02,2012-reads,2012-reads (#60),read,,,,1,0
10816297,"Kill Shot (Mitch Rapp, #2)",Vince Flynn,"Flynn, Vince",,"=""1416595201""","=""9781416595205""",0,4.31,Emily Bestler Atria Simon & Schuster,Hardcover,385,2012,2012,2012/07/22,2012/07/22,2012-reads,2012-reads (#35),read,,,,1,0
11049100,Replica,Lexi Revellian,"Revellian, Lexi",,"=""""","=""""",2,3.69,,Kindle Edition,287,,2011,2012/05/28,2012/05/28,2012-reads,2012-reads (#28),read,,,,1,0
13542606,Kill Decision,Daniel Suarez,"Suarez, Daniel",,"=""0525952616""","=""9780525952619""",3,3.97,Dutton Books,Hardcover,400,2012,2012,2012/11/03,2012/11/03,2012-reads,2012-reads (#52),read,"Suarez is the modern heir to Michael Crichton, doing for computers what Crichton did for biology and genetics. While this book was based around a fascinating concept, there was no real surprise as to where it was going from nearly the first chapter. Compared to Suarez' earlier books, this one was fine but not nearly as engaging or tense. ",,,1,0
11007587,"Zero Day (John Puller, #1)",David Baldacci,"Baldacci, David",,"=""0446573019""","=""9780446573016""",3,4.04,Grand Central Publishing,Hardcover,434,2011,2011,2012/12/28,2012/12/28,2012-reads,2012-reads (#57),read,,,,1,0
175078,The Seven Storey Mountain,Thomas Merton,"Merton, Thomas","William H. Shannon, Robert Giroux","=""0156010860""","=""9780156010863""",4,4.05,"Harcourt, Inc.",Paperback,467,1999,1948,2012/09/27,2012/09/27,2012-reads,2012-reads (#46),read,,,,1,0
8687771,Pure Eyes: A Man's Guide to Sexual Integrity,Craig Gross,"Gross, Craig",,"=""0801072069""","=""9780801072062""",4,4.13,Baker Books,Paperback,202,2010,2010,2012/11/03,2012/11/03,2012-reads,2012-reads (#53),read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",4,4.07,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,2012/12/29,2012/12/29,2012-reads,2012-reads (#58),read,,,,1,0
13330761,The Dog Stars,Peter Heller,"Heller, Peter",,"=""0307959945""","=""9780307959942""",4,3.94,Knopf,Hardcover,336,2012,2012,2012/12/23,2012/12/23,2012-reads,2012-reads (#55),read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",5,4.15,Dutton Books,Hardcover,313,2012,2012,2012/12/22,2012/12/23,2012-reads,2012-reads (#56),read,,,,1,0
10335318,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,"Millard, Candice",,"=""0385526261""","=""9780385526265""",5,4.18,Doubleday,Hardcover,339,2011,2011,2012/12/30,2012/12/30,2012-reads,2012-reads (#59),read,,,,1,0
12988640,"XO (Kathryn Dance, #3)",Jeffery Deaver,"Deaver, Jeffery",,"=""""","=""""",3,3.78,Simon & Schuster,Hardcover,385,2012,2012,2012/12/01,2012/11/25,2012-reads,2012-reads (#54),read,,,,1,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",4,4.01,Random House,Paperback,509,2004,2004,2012/10/28,2012/10/28,2012-reads,2012-reads (#51),read,,,,1,0
12376830,In the Shadow of the Sword: The Birth of Islam and the Rise of the Global Arab Empire,Tom Holland,"Holland, Tom",,"=""0385531354""","=""9780385531351""",4,3.91,Doubleday,Hardcover,526,2012,2012,2012/10/15,2012/10/15,2012-reads,2012-reads (#50),read,,,,1,0
7000924,"The Fiddler's Gun (Fin's Revolution, #1)",A.S. Peterson,"Peterson, A.S.",,"=""0615325424""","=""9780615325422""",5,4.18,Rabbit Room,Paperback,304,2014,2009,2012/10/07,2012/10/07,2012-reads,2012-reads (#49),read,,,,1,0
1319,The War of Art: Winning the Inner Creative Battle,Steven Pressfield,"Pressfield, Steven",Robert McKee,"=""0446691437""","=""9780446691437""",5,3.99,Warner Books,Paperback,168,2003,2002,2012/09/30,2012/09/30,2012-reads,2012-reads (#48),read,,,,1,0
10336978,"Jesus, My Father, The CIA, and Me: A Memoir. . . of Sorts",Ian Morgan Cron,"Cron, Ian Morgan",,"=""0849946107""","=""9780849946103""",4,4.07,Thomas Nelson,Paperback,272,2011,2011,2012/09/29,2012/09/29,2012-reads,2012-reads (#47),read,,,,1,0
12160914,"Exit Plan (Jerry Mitchell, #3)",Larry Bond,"Bond, Larry",,"=""0765331462""","=""9780765331465""",4,4.05,Forge Books,Hardcover,412,2012,2012,2012/09/16,2012/09/16,2012-reads,2012-reads (#45),read,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",4,4.16,Simon & Schuster,Hardcover,630,2011,2011,2012/09/14,2012/09/14,2012-reads,2012-reads (#44),read,,,,1,0
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",5,3.86,Tor Books,Hardcover,320,2012,2012,2012/09/09,2012/09/09,2012-reads,2012-reads (#43),read,,,,1,0
114809,The Death of Adam: Essays on Modern Thought,Marilynne Robinson,"Robinson, Marilynne",,"=""0312425325""","=""9780312425326""",5,4.11,Picador,Paperback,263,2005,1998,2012/09/08,2012/09/08,2012-reads,2012-reads (#42),read,"Brilliant stuff from Marilynne Robinson. While less engaging when she uses the middle of the book to heap praise on John Calvin, the final essay, 'The Tyranny of Petty Coercion', is worth 5 stars all by itself. ",,,1,0
13359067,"A Wanted Man (Jack Reacher, #17)",Lee Child,"Child, Lee",Dick Hill,"=""0307749606""","=""9780307749604""",0,4.04,Random House Audio,Audio CD,15,2012,2012,,2012/09/05,to-read,to-read (#15),to-read,,,,0,0
10756240,Telegraph Avenue,Michael Chabon,"Chabon, Michael",,"=""0061493341""","=""9780061493348""",0,3.39,HarperCollins,Hardcover,465,2012,2012,,2012/09/05,to-read,to-read (#14),to-read,,,,0,0
13390528,"The Fallen Angel (Gabriel Allon, #12)",Daniel Silva,"Silva, Daniel",,"=""0062073125""","=""9780062073129""",4,4.21,Harper/HarperCollins Publishers L.L.C.,Hardcover,406,2012,2012,2012/09/03,2012/09/03,2012-reads,2012-reads (#41),read,,,,1,0
2284721,Passion for Peace: The Social Essays,Thomas Merton,"Merton, Thomas",,"=""0824514947""","=""9780824514945""",4,4.49,Crossroad Publishing Company,Hardcover,338,1995,1995,2012/08/22,2012/08/22,2012-reads,2012-reads (#40),read,,,,1,0
