Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",3,3.98,Orbit,Paperback,416,2013,2013,,2018/09/06,2018-reads,2018-reads (#47),read,,,,1,0
40200,The Crimson Petal and the White,Michel Faber,"Faber, Michel",,"=""1841954314""","=""9781841954318""",4,3.87,Canongate Books,Paperback,922,2003,2002,,2018/08/27,2018-reads,2018-reads (#46),read,,,,1,0
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",5,4.54,Vintage,Paperback,106,1993,1963,,2018/08/19,2018-reads,2018-reads (#45),read,,,,1,0
36129622,Disruptive Witness,Alan  Noble,"Noble, Alan",,"=""083084483X""","=""9780830844838""",4,4.21,InterVarsity Press,Paperback,192,2018,,,2018/04/05,2018-reads,2018-reads (#44),read,,,,1,0
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",3,3.74,Penguin Books,Paperback,484,2003,2002,,2018/08/06,2018-reads,2018-reads (#43),read,,,,1,0
36349731,Adjustment Day,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393652599""","=""9780393652598""",3,3.17,W. W. Norton  & Company,Hardcover,316,2018,2018,,2018/08/03,2018-reads,2018-reads (#42),read,,,,1,0
7852948,"Her Gates Will Never Be Shut: Hell, Hope, and the New Jerusalem",Bradley Jersak,"Jersak, Bradley",Nik Ansell,"=""1606088823""","=""9781606088821""",5,4.47,Wipf & Stock Publishers,Paperback,220,2010,2005,,2018/07/29,2018-reads,2018-reads (#41),read,,,,1,0
23732659,The Story of Christianity,David Bentley Hart,"Hart, David Bentley",,"=""1623654165""","=""9781623654160""",4,4.17,Quercus,Paperback,256,2015,2007,2016/11/12,2016/11/12,2016-reads,2016-reads (#66),read,,,,1,0
26118426,"Ninefox Gambit (The Machineries of Empire, #1)",Yoon Ha Lee,"Lee, Yoon Ha",,"=""""","=""""",3,3.81,Solaris Books,Paperback,384,2016,2016,,2018/07/22,2018-reads,2018-reads (#40),read,,,,1,0
25606035,A More Christlike God: A More Beautiful Gospel,Bradley Jersak,"Jersak, Bradley",,"=""1508528373""","=""9781508528371""",5,4.41,Createspace Independent Publishing Platform,Paperback,354,2015,2015,,2018/07/13,2018-reads,2018-reads (#39),read,,,,1,0
35167723,Eisenhower vs. Warren: The Battle for Civil Rights and Liberties,James F. Simon,"Simon, James F.",,"=""0871407558""","=""9780871407559""",4,4.15,Liveright,Hardcover,448,2018,,,2018/07/03,2018-reads,2018-reads (#38),read,,,,1,0
40099159,Bed and Board: Plain Talk about Marriage,Robert Farrar Capon,"Capon, Robert Farrar",,"=""0998917117""","=""9780998917115""",4,4.19,Mockingbird Ministries Inc,Paperback,194,2018,1970,,2018/07/01,2018-reads,2018-reads (#37),read,,,,1,0
26266696,The Patient Ferment of the Early Church: The Improbable Rise of Christianity in the Roman Empire,Alan Kreider,"Kreider, Alan",,"=""0801048494""","=""9780801048494""",5,4.46,Baker Academic,Paperback,336,2016,2016,,2018/06/28,2018-reads,2018-reads (#36),read,,,,1,0
35831709,Warning Light (Jake Keller #1),David Ricciardi,"Ricciardi, David",,"=""0399585737""","=""9780399585739""",2,3.96,Berkley,Hardcover,336,2018,2014,,2018/06/15,2018-reads,2018-reads (#35),read,,,,1,0
16377,"How Right You Are, Jeeves (Jeeves, #12)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0743203593""","=""9780743203593""",4,4.07,Touchstone,Paperback,206,2000,1960,,2018/06/14,2018-reads,2018-reads (#34),read,,,,1,0
38509184,On Reading Well: Finding the Good Life Through Great Books,Karen Swallow Prior,"Prior, Karen Swallow","Leland Ryken, Ned Bustard","=""1587433966""","=""9781587433962""",5,4.37,Brazos Press,Hardcover,272,2018,2018,,2018/06/10,2018-reads,2018-reads (#33),read,,,,1,0
206058,Finding Darwin's God: A Scientist's Search for Common Ground Between God and Evolution,Kenneth R. Miller,"Miller, Kenneth R.",,"=""0061233501""","=""9780061233500""",4,3.94,Harper Perennial,Paperback,338,2007,1999,,2018/06/03,2018-reads,2018-reads (#32),read,,,,1,0
77403,The Seven Mountains of Thomas Merton,Michael Mott,"Mott, Michael",,"=""0156806819""","=""9780156806817""",4,4.33,Mariner Books,Paperback,720,1993,1984,,2018/06/01,2018-reads,2018-reads (#31),read,,,,1,0
35018901,"Head On (Lock In, #2)",John Scalzi,"Scalzi, John",,"=""076538891X""","=""9780765388919""",3,4.00,Tor Books,Hardcover,335,2018,2018,,2018/05/22,2018-reads,2018-reads (#30),read,,,,1,0
3030093,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,"=""0312427565""","=""9780312427566""",5,4.22,Picador USA,Paperback,352,2008,1979,2018/05/20,2018/05/20,2018-reads,2018-reads (#29),read,,,,1,0
35118738,"The Deceivers (John Wells, #12)",Alex Berenson,"Berenson, Alex",,"=""0399176160""","=""9780399176166""",3,4.20,G.P. Putnam's Sons,Hardcover,434,2018,2018,,2018/05/16,2017-reads,2017-reads (#72),read,,,,1,0
35721154,The Darkening Age: The Christian Destruction of the Classical World,Catherine Nixey,"Nixey, Catherine",,"=""0544800885""","=""9780544800885""",2,4.04,Mariner Books,Hardcover,315,2018,2017,,2018/05/08,2018-reads,2018-reads (#28),read,,,,1,0
34597959,The Night Trade (Livia Lone #2),Barry Eisler,"Eisler, Barry",,"=""1477820043""","=""9781477820049""",4,4.34,Thomas & Mercer,Hardcover,308,2018,2018,,2018/05/06,2018-reads,2018-reads (#27),read,,,,1,0
175747,Streams of Living Water: Celebrating the Great Traditions of Christian Faith,Richard J. Foster,"Foster, Richard J.",,"=""0060628227""","=""9780060628222""",5,4.22,HarperSanFrancisco,Paperback,424,2001,1989,,2018/05/04,2018-reads,2018-reads (#26),read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5,4.47,Random House,Hardcover,352,2018,2018,,2018/04/28,2018-reads,2018-reads (#25),read,,,,1,0
35259575,What Are We Doing Here?,Marilynne Robinson,"Robinson, Marilynne",,"=""0374282218""","=""9780374282219""",3,3.80,"Farrar, Straus and Giroux",Hardcover,336,2018,2018,,2018/04/20,2018-reads,2018-reads (#24),read,,,,1,0
34523585,"City of Endless Night (Pendergast, #17)",Douglas Preston,"Preston, Douglas",Lincoln Child,"=""1455536946""","=""9781455536948""",3,4.07,Grand Central Publishing,Hardcover,359,2018,2018,,2018/04/08,2018-reads,2018-reads (#23),read,,,,1,0
34068472,The Rise and Fall of Adam and Eve,Stephen Greenblatt,"Greenblatt, Stephen",Stephen Hoye,"=""0393240800""","=""9780393240801""",3,3.93,W. W. Norton  Company,Hardcover,432,2017,2017,,2018/04/07,2018-reads,2018-reads (#22),read,,,,1,0
31450857,"Kangaroo Too (Kangaroo, #2)",Curtis C. Chen,"Chen, Curtis C.",,"=""1250081890""","=""9781250081896""",4,4.01,Thomas Dunne Books,Hardcover,320,2017,2017,,2018/04/06,2018-reads,2018-reads (#21),read,,,,1,0
34002201,"Immeasurable: Reflections on the Soul of Ministry in the Age of Church, Inc.",Skye Jethani,"Jethani, Skye",,"=""0802416195""","=""9780802416193""",4,4.34,Moody Publishers,Paperback,224,2017,,,2018/04/04,2018-reads,2018-reads (#20),read,,,,1,0
35297323,Traitor: A Thriller,Jonathan de Shalit,"Shalit, Jonathan de",,"=""1501170481""","=""9781501170485""",4,3.75,Atria/Emily Bestler Books,Hardcover,320,2018,2015,,2018/03/31,2018-reads,2018-reads (#19),read,,,,1,0
26114364,"Waypoint Kangaroo (Kangaroo, #1)",Curtis C. Chen,"Chen, Curtis C.",,"=""1250081785""","=""9781250081780""",4,3.93,Thomas Dunne Books,Hardcover,320,2016,2016,,2018/03/24,2018-reads,2018-reads (#18),read,,,,1,0
7940589,Malcolm X: A Life of Reinvention,Manning Marable,"Marable, Manning",,"=""0670022209""","=""9780670022205""",4,4.17,Viking Adult,Hardcover,608,2011,2011,,2018/03/18,2018-reads,2018-reads (#17),read,,,,1,0
34466978,Crimes of the Father,Thomas Keneally,"Keneally, Thomas",,"=""1501128485""","=""9781501128486""",3,3.89,Atria Books,Hardcover,352,2017,2016,,2018/03/16,2018-reads,2018-reads (#16),read,,,,1,0
32191667,We the Corporations: How American Businesses Won Their Civil Rights,Adam Winkler,"Winkler, Adam",,"=""0871407124""","=""9780871407122""",5,4.17,Liveright,Hardcover,496,2018,2018,,2018/03/15,2018-reads,2018-reads (#15),read,,,,1,0
34381254,An Unkindness of Ghosts,Rivers Solomon,"Solomon, Rivers",,"=""1617755885""","=""9781617755880""",4,3.98,Akashic Books,Paperback,351,2017,2017,,2018/03/10,2018-reads,2018-reads (#14),read,,,,1,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",4,3.93,Knopf,Hardcover,925,2011,2009,,2018/03/08,2018-reads,2018-reads (#13),read,,,,1,0
31371698,"House of Spies (Gabriel Allon, #17)",Daniel Silva,"Silva, Daniel",,"=""0062354345""","=""9780062354341""",3,4.29,Harper,Hardcover,526,2017,2017,,2018/02/23,2018-reads,2018-reads (#12),read,,,,1,0
35682121,The People Are Going to Rise Like the Waters Upon Your Shore: A Story of American Rage,Jared Yates Sexton,"Sexton, Jared Yates",,"=""""","=""""",3,4.11,Counterpoint,Kindle Edition,320,2017,2017,2018/02/17,2018/02/17,2018-reads,2018-reads (#11),read,,,,1,0
35412374,The Bomb Maker,Thomas Perry,"Perry, Thomas",,"=""0802127487""","=""9780802127488""",4,3.86,Mysterious Press,Hardcover,384,2018,2018,,2018/01/01,2018-reads,2018-reads (#1),read,,,,1,0
29430012,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",5,4.34,Viking,Hardcover,462,2016,2016,,2018/02/11,2018-reads,2018-reads (#10),read,,,,1,0
8494282,"At the Dark End of the Street: Black Women, Rape, and Resistance--A New History of the Civil Rights Movement from Rosa Parks to the Rise of Black Power",Danielle L. McGuire,"McGuire, Danielle L.",,"=""030726906X""","=""9780307269065""",5,4.46,Knopf Publishing Group,Hardcover,346,2010,2010,,2018/02/04,2018-reads,2018-reads (#9),read,,,,1,0
29236277,Absolutely on Music: Conversations with Seiji Ozawa,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0385354347""","=""9780385354349""",3,3.88,Knopf,Hardcover,325,2016,2011,,2018/02/02,2018-reads,2018-reads (#8),read,,,,1,0
18500007,Death Before the Fall: Biblical Literalism and the Problem of Animal Suffering,Ronald E.  Osborn,"Osborn, Ronald E.",,"=""083084046X""","=""9780830840465""",4,3.66,IVP Academic,Paperback,197,2014,2014,,2018/01/27,2018-reads,2018-reads (#7),read,,,,1,0
33784305,"The Take (Simon Riske, #1)",Christopher Reich,"Reich, Christopher",,"=""0316342351""","=""9780316342353""",3,3.96,Mulholland Books,Hardcover,390,2018,2018,,2018/01/24,2018-reads,2018-reads (#6),read,,,,1,0
14451356,To Sin Against Hope: Life and Politics on the Borderland,Alfredo Gutierrez,"Gutierrez, Alfredo",,"=""1844679926""","=""9781844679928""",4,4.29,Verso,Hardcover,256,2013,2012,,2018/01/13,2018-reads,2018-reads (#5),read,,,,1,0
23367169,"Breeder (Breeder, #1)",K.B. Hoyle,"Hoyle, K.B.",,"=""""","=""""",4,4.37,The Writer's Coffee Shop Publishing House,Paperback,379,2014,2014,,2018/01/08,2018-reads,2018-reads (#4),read,,,,1,0
15863575,Imagining the Kingdom: How Worship Works,James K.A. Smith,"Smith, James K.A.",,"=""0801035783""","=""9780801035784""",4,4.13,Baker Academic,Paperback,198,2013,2013,,2018/01/07,2018-reads,2018-reads (#3),read,,,,1,0
18500017,Slow Church: Cultivating Community in the Patient Way of Jesus,C. Christopher Smith,"Smith, C. Christopher",John Pattison,"=""0830841148""","=""9780830841141""",3,3.98,IVP Books,Paperback,247,2014,2014,,2018/01/07,2018-reads,2018-reads (#2),read,,,,1,0
32446949,The Punch Escrow,Tal M. Klein,"Klein, Tal M.",,"=""1942645589""","=""9781942645580""",5,3.61,Geek & Sundry,Paperback,319,2017,2017,,2017/12/30,2017-reads,2017-reads (#71),read,,,,2,0
34068483,The Quantum Spy,David Ignatius,"Ignatius, David",,"=""0393254151""","=""9780393254150""",4,3.76,W. W. Norton  Company,Hardcover,320,2017,2017,,2017/12/26,2017-reads,2017-reads (#70),read,,,,2,0
34050965,How to Think: A Survival Guide for a World at Odds,Alan Jacobs,"Jacobs, Alan",,"=""0451499603""","=""9780451499608""",5,3.99,Currency,Hardcover,160,2017,2017,,2017/12/25,2017-reads,2017-reads (#69),read,,,,2,0
31159759,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,Chris Whipple,"Whipple, Chris",,"=""0804138249""","=""9780804138246""",4,4.28,Crown Publishing Group,Hardcover,384,2017,2017,,2017/12/23,2017-reads,2017-reads (#68),read,,,,2,0
33163181,Sinners in the Hands of a Loving God: The Scandalous Truth of the Very Good News,Brian Zahnd,"Zahnd, Brian",,"=""1601429517""","=""9781601429513""",4,4.41,Waterbrook Press,Paperback,209,2017,,2017/12/19,2017/12/19,2017-reads,2017-reads (#67),read,"Zahnd’s response to the Puritan and Calvinist view of a wrathful God. He paints with broad strokes, but his overall argument is compelling. If you’ve listened to his sermons over the past couple years this content will sound very familiar. ",,,1,0
32075859,The Force,Don Winslow,"Winslow, Don",,"=""0062664417""","=""9780062664419""",5,4.10,William Morrow,Hardcover,496,2017,2017,2017/12/17,2017/12/17,2017-reads,2017-reads (#66),read,,,,1,0
30653787,Nevertheless,Alec Baldwin,"Baldwin, Alec",,"=""0062409700""","=""9780062409706""",3,3.42,Harper,Hardcover,288,2017,2017,,2017/12/15,2017-reads,2017-reads (#65),read,,,,1,0
30971743,The Dark Net,Benjamin Percy,"Percy, Benjamin",,"=""0544750330""","=""9780544750333""",3,3.22,Mariner Books,Hardcover,256,2017,2017,,2017/12/13,2017-reads,2017-reads (#64),read,,,,1,0
7501962,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,"Metaxas, Eric",,"=""1595551387""","=""9781595551382""",3,4.21,Thomas Nelson,Hardcover,608,2010,2010,2011/11/14,2011/09/09,2011-reads,2011-reads (#42),read,,,,1,0
6483175,"Spiritual Radical: Abraham Joshua Heschel in America, 1940-1972",Edward K. Kaplan,"Kaplan, Edward K.",,"=""030015139X""","=""9780300151398""",4,4.13,Yale University Press,Paperback,544,2009,2007,2017/12/11,2017/12/11,2017-reads,2017-reads (#63),read,,,,1,0
210331,"Over Sea, Under Stone (The Dark Is Rising, #1)",Susan Cooper,"Cooper, Susan",,"=""141694964X""","=""9781416949640""",3,3.85,Simon Pulse,Paperback,196,2007,1965,2017/12/09,2017/12/09,2017-reads,2017-reads (#62),read,,,,1,0
57548,"A History of Modern Palestine: One Land, Two Peoples",Ilan Pappé,"Pappé, Ilan",,"=""0521683157""","=""9780521683159""",4,4.10,Cambridge University Press,Paperback,384,2006,2003,2017/12/04,2017/12/04,2017-reads,2017-reads (#61),read,An even-handed 20th century history of Palestine. Very readable and engaging. ,,,1,0
30753656,The Berlin Project,Gregory Benford,"Benford, Gregory",,"=""1481487647""","=""9781481487641""",4,3.74,Gallery / Saga Press,Hardcover,480,2017,2017,2017/11/23,2017/11/23,2017-reads,2017-reads (#60),read,Fascinating alt-history of the Manhattan Project and WWII written by a nuclear scientist with first-hand knowledge of many of the characters in the book. The line between fact and fiction feels blurry for quite a while before things clearly move to the “alt”. ,,,1,0
28209634,Autonomous,Annalee Newitz,"Newitz, Annalee",,"=""0765392070""","=""9780765392077""",4,3.58,Tor Books,Hardcover,303,2017,2017,2017/11/19,2017/11/19,2017-reads,2017-reads (#59),read,,,,1,0
1137215,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,"Priest, Cherie",,"=""0765318415""","=""9780765318411""",3,3.52,Tor Books,Paperback,416,2009,2009,2017/11/12,2017/11/12,2017-reads,2017-reads (#58),read,,,,1,0
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",4,4.09,Broadway Books,Paperback,452,2014,2014,2017/11/11,2017/11/11,2017-reads,2017-reads (#57),read,,,,1,0
32075825,"The Rise and Fall of D.O.D.O. (D.O.D.O., #1)",Neal Stephenson,"Stephenson, Neal",Nicole Galland,"=""0062409166""","=""9780062409164""",5,3.86,William Morrow,Hardcover,752,2017,2017,2017/10/19,2017/10/19,2017-reads,2017-reads (#56),read,,,,1,0
33245860,"Point of Contact (Jack Ryan Universe, #23)",Mike Maden,"Maden, Mike",Tom Clancy,"=""0735215863""","=""9780735215863""",3,4.02,G.P. Putnam's Sons,Hardcover,496,2017,2017,2017/10/15,2017/10/15,2017-reads,2017-reads (#55),read,,,,1,0
31706512,"Price of Duty (Brad McLanahan #4; Patrick McLanahan, #21)",Dale Brown,"Brown, Dale",,"=""0062441973""","=""9780062441973""",3,4.17,William Morrow,Hardcover,440,2017,2017,2017/10/08,2017/10/08,2017-reads,2017-reads (#54),read,,,,1,0
32673427,The Switch,Joseph Finder,"Finder, Joseph",,"=""110198578X""","=""9781101985786""",2,3.79,Dutton Books,Hardcover,373,2017,2017,2017/10/05,2017/10/05,2017-reads,2017-reads (#53),read,,,,1,0
1105080,Abraham Joshua Heschel: Prophetic Witness,Edward K. Kaplan,"Kaplan, Edward K.",Samuel H. Dresner,"=""0300071868""","=""9780300071863""",4,4.26,Yale University Press,Hardcover,416,1998,1998,2017/09/30,2017/09/30,2017-reads,2017-reads (#52),read,,,,1,0
30743644,How to Survive a Shipwreck: Help Is on the Way and Love Is Already Here,Jonathan Martin,"Martin, Jonathan",Shauna Niequist,"=""031034798X""","=""9780310347989""",4,4.23,Zondervan,ebook,224,2016,,2017/01/12,2017/01/12,2017-reads,2017-reads (#3),read,,,,1,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",4,4.21,Grand Central Publishing,Paperback,345,2000,1993,2017/09/18,2017/09/18,2017-reads,2017-reads (#51),read,,,,1,0
334050,Khrushchev: The Man and His Era,William Taubman,"Taubman, William",,"=""0393324842""","=""9780393324846""",4,4.06,W. W. Norton  Company,Paperback,896,2004,2003,2017/09/13,2017/09/13,2017-reads,2017-reads (#50),read,,,,1,0
8951758,The Art of Curating Worship: Reshaping the Role of Worship Leader,Mark Pierson,"Pierson, Mark",,"=""1451400845""","=""9781451400847""",4,3.75,Augsburg Fortress Publishing,Paperback,256,2010,2010,2017/09/01,2017/09/01,2017-reads,2017-reads (#49),read,Made me think more about the intent of worship and planning for it than any book I’ve read in a while. Good stuff. ,,,1,0
6262529,A People's History of Christianity: The Other Side of the Story,Diana Butler Bass,"Bass, Diana Butler",,"=""0061448702""","=""9780061448706""",3,3.90,HarperOne,Hardcover,368,2009,2009,2017/08/28,2017/08/28,2017-reads,2017-reads (#48),read,,,,1,0
28250983,"Getting Religion: Faith, Culture & Politics from the Age of Eisenhower to the Era of Obama",Kenneth L. Woodward,"Woodward, Kenneth L.",,"=""1101907398""","=""9781101907399""",4,4.00,Convergent Books,Hardcover,448,2016,,2017/08/25,2017/08/25,2017-reads,2017-reads (#47),read,,,,1,0
27213189,Assimilate or Go Home: Notes from a Failed Missionary on Rediscovering Faith,D.L. Mayfield,"Mayfield, D.L.",,"=""0062388800""","=""9780062388803""",4,4.22,HarperOne,Paperback,224,2016,2016,2017/08/21,2017/08/21,,,read,,,,1,0
30629730,A Colony in a Nation,Chris Hayes,"Hayes, Chris",,"=""0393254224""","=""9780393254228""",4,4.19,W. W. Norton  Company,Hardcover,256,2017,2017,2017/08/20,2017/08/20,2017-reads,2017-reads (#46),read,"A fair description of the problems of an uneven system of policing and justice in America. No real clear proposed solutions, but sometimes just clearly describing the problem is a sufficient start.  ",,,1,0
32905382,The Unwomanly Face of War: An Oral History of Women in World War II,Svetlana Alexievich,"Alexievich, Svetlana","Richard Pevear, Larissa Volokhonsky","=""0399588728""","=""9780399588723""",5,4.52,Random House,Hardcover,331,2017,1983,2017/08/17,2017/08/17,2017-reads,2017-reads (#45),read,"Brutal, heartbreaking oral history of Soviet women who fought in WW2. Hard to fathom but painfully detailed. War is hell. ",,,1,0
5107407,Jesus and the Eyewitnesses: The Gospels as Eyewitness Testimony,Richard Bauckham,"Bauckham, Richard",,"=""0802863906""","=""9780802863904""",4,4.33,Eerdmans,Paperback,504,2008,2006,2017/08/13,2017/08/13,2017-reads,2017-reads (#44),read,,,,1,0
32284329,Movies Are Prayers: How Films Voice Our Deepest Longings,Josh Larsen,"Larsen, Josh",,"=""0830844783""","=""9780830844784""",4,3.87,IVP Books,Paperback,208,2017,,2017/08/08,2017/08/08,2017-reads,2017-reads (#43),read,,,,1,0
13789655,The Doors of the Sea: Where Was God in the Tsunami?,David Bentley Hart,"Hart, David Bentley",,"=""0802866867""","=""9780802866868""",5,4.23,Eerdmans,Paperback,119,2011,2005,2017/07/28,2017/07/28,2017-reads,2017-reads (#42),read,,,,1,0
30653753,"A Closed and Common Orbit (Wayfarers, #2)",Becky  Chambers,"Chambers, Becky",,"=""0062569406""","=""9780062569400""",4,4.36,Harper Voyager,Paperback,364,2017,2016,2017/07/23,2017/07/23,2017-reads,2017-reads (#41),read,Really should be 4.5 stars. Even more enjoyable than the first book in the series. ,,,1,0
12365552,The Greater Journey: Americans in Paris,David McCullough,"McCullough, David",,"=""1416571779""","=""9781416571773""",3,3.93,Simon  Schuster,Paperback,576,2012,2011,2017/07/21,2017/07/21,2017-reads,2017-reads (#40),read,,,,1,0
17162149,"Crux (Nexus, #2)",Ramez Naam,"Naam, Ramez",,"=""0857662961""","=""9780857662965""",3,4.13,Angry Robot,Paperback,512,2013,2013,,2013/10/06,2013-reads,2013-reads (#40),read,,,,1,0
22529381,Dreamland: The True Tale of America's Opiate Epidemic,Sam Quinones,"Quinones, Sam",,"=""1620402505""","=""9781620402504""",5,4.24,Bloomsbury Press,Hardcover,384,2015,2015,2017/07/15,2017/07/15,2017-reads,2017-reads (#39),read,,,,1,0
27213244,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,"Chambers, Becky",,"=""0062444131""","=""9780062444134""",4,4.17,Harper Voyager,Paperback,443,2016,2014,2017/07/13,2017/07/13,2017-reads,2017-reads (#38),read,,,,1,0
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",4,4.45,Liveright,Hardcover,368,2017,2017,2017/07/08,2017/07/08,2017-reads,2017-reads (#37),read,Dry reading but the facts themselves are brutal. ,,,1,0
30139664,Walkaway,Cory Doctorow,"Doctorow, Cory",,"=""0765392763""","=""9780765392763""",4,3.75,Tor Books,Hardcover,384,2017,2017,2017/07/06,2017/07/06,2017-reads,2017-reads (#36),read,,,,1,0
20342617,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",5,4.63,Spiegel & Grau,Hardcover,336,2014,2014,2017/06/28,2017/06/28,2017-reads,2017-reads (#35),read,,,,1,0
23848586,The Givenness of Things: Essays,Marilynne Robinson,"Robinson, Marilynne",,"=""0374298475""","=""9780374298470""",5,3.97,"Farrar, Straus and Giroux",Hardcover,286,2015,2015,2017/06/20,2017/06/20,2017-reads,2017-reads (#34),read,,,,1,0
27427679,People to Be Loved: Why Homosexuality Is Not Just an Issue,Preston Sprinkle,"Sprinkle, Preston",Wesley Hill,"=""""","=""""",4,4.36,Zondervan,Kindle Edition,219,2015,2015,2017/06/18,2017/06/18,2017-reads,2017-reads (#33),read,,,,1,0
32510933,The Imperfect Disciple: Grace for People Who Can't Get Their Act Together,Jared C. Wilson,"Wilson, Jared C.",,"=""0801018951""","=""9780801018954""",5,4.39,Baker Books,Paperback,240,2017,2018,2017/06/01,2017/06/01,2017-reads,2017-reads (#32),read,,,,1,0
31125557,Blitzed: Drugs in the Third Reich,Norman Ohler,"Ohler, Norman",Shaun Whiteside,"=""1328663795""","=""9781328663795""",3,4.04,Houghton Mifflin Harcourt,Hardcover,304,2017,2015,2017/05/26,2017/05/26,2017-reads,2017-reads (#31),read,,,,1,0
31394293,The Shadow Land,Elizabeth Kostova,"Kostova, Elizabeth",,"=""0345527860""","=""9780345527868""",4,3.73,Ballantine Books,Hardcover,478,2017,2017,2017/05/21,2017/05/21,2017-reads,2017-reads (#30),read,,,,1,0
17343,Till We Have Faces,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",4,4.17,Harcourt Paperbacks,Paperback,313,2006,1956,,2007/05/08,2017-reads,2017-reads (#29),read,,,,1,0
30010106,Liturgy of the Ordinary: Sacred Practices in Everyday Life,Tish Harrison Warren,"Warren, Tish Harrison",,"=""0830846239""","=""9780830846238""",5,4.32,InterVarsity Press,Paperback,192,2016,2016,2017/04/30,2017/04/30,2017-reads,2017-reads (#28),read,,,,1,0
39526,Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business,John Newhouse,"Newhouse, John",,"=""1400043360""","=""9781400043361""",4,3.62,Alfred A. Knopf,Hardcover,254,2007,2007,2017/04/29,2017/04/29,2017-reads,2017-reads (#27),read,,,,1,0
29430714,Dorothy Day; The World Will Be Saved By Beauty: An Intimate Portrait of Dorothy Day,Kate Hennessy,"Hennessy, Kate",,"=""1501133969""","=""9781501133961""",3,3.93,Scribner,Hardcover,384,2017,2017,2017/04/28,2017/04/28,2017-reads,2017-reads (#26),read,"Disappointing. Maybe if you're already familiar with Dorothy Day this is a good insight into her home life and family. But if (like me) you knew nothing about Day coming in, there's precious little explanation of what she did or how she became such a revered figure. ",,,1,0
29072594,Born to Run,Bruce Springsteen,"Springsteen, Bruce",,"=""1501141511""","=""9781501141515""",4,4.17,Simon  Schuster,Hardcover,528,2016,2016,2017/04/21,2017/04/21,2017-reads,2017-reads (#25),read,,,,1,0
25614933,The Silk Roads: A New History of the World,Peter Frankopan,"Frankopan, Peter",,"=""1101946326""","=""9781101946329""",4,4.17,Alfred A. Knopf,Hardcover,645,2016,2016,2017/04/15,2017/04/15,2017-reads,2017-reads (#24),read,,,,1,0
6472839,The Madame Curie Complex: The Hidden History of Women in Science,Julie Des Jardins,"Jardins, Julie Des",,"=""1558616136""","=""9781558616134""",3,3.86,Feminist Press,Paperback,312,2010,2010,2017/04/09,2017/04/09,2017-reads,2017-reads (#23),read,,,,1,0
30010092,Faithful Presence: Seven Disciplines That Shape the Church for Mission,David E. Fitch,"Fitch, David E.",,"=""083084127X""","=""9780830841271""",4,4.15,IVP Books,Paperback,231,2016,2016,2017/04/02,2017/04/02,2017-reads,2017-reads (#22),read,,,,1,0
13533784,"A Natural History of the Piano: The Instrument, the Music, the Musicians--from Mozart to Modern Jazz and Everything in Between",Stuart Isacoff,"Isacoff, Stuart",,"=""0307279332""","=""9780307279330""",4,3.86,Vintage,Paperback,384,2012,2011,2017/03/25,2017/03/25,2017-reads,2017-reads (#21),read,,,,1,0
28110852,The Girl Who Drank the Moon,Kelly Barnhill,"Barnhill, Kelly",,"=""1616205679""","=""9781616205676""",4,4.12,Algonquin Young Readers,Hardcover,388,2016,2016,2017/03/24,2017/03/24,2017-reads,2017-reads (#20),read,,,,1,0
